	antennas	IF	DRArr	DLArr
38	PT	4	(-0.008049331941936317+0.057031356320667526j)	(-0.01737971296268105+0.024802188943130216j)
39	SC	4	(0.03470783134786918-0.020298564115859306j)	(-0.022823601329978984-0.02033348036753923j)
40	BR	5	(0.002659602577228592+0.0031084284738706366j)	(-0.0034124890960125593-0.015430396338696493j)
41	FD	5	(-0.008500545934603063-0.00010110491400318779j)	(-0.009402048883649716+0.013606774364250496j)
42	HN	5	(0.03595194047411185+0.05216175799009488j)	(-0.01720692606091672+0.016603716171762616j)
43	KP	5	(-0.007741696248922694+0.012443157342762896j)	(0.0013197741005818637-0.007160281885764215j)
44	LA	5	(0.019758215498729494-0.003820247293308305j)	(-0.002920145774343059+0.0271419154933192j)
45	MK	5	(0.020432304561301184-0.018501517429427225j)	(0.01745242006057752+0.03712100673838035j)
46	NL	5	(-0.00668210751977724-0.003721913234018101j)	(-0.02131017545349134-0.01783789470332879j)
47	OV	5	(0.031674158842850804-0.042330102454380035j)	(0.021101173919915384-0.012006732611447366j)
48	PT	5	(0.03575380311251949+0.05212150605110367j)	(-0.021704687462842605+0.044316455945363493j)
49	SC	5	(0.03028615018605799-0.030308913946215592j)	(-0.011923155149804174-0.020084148859600696j)
50	BR	6	(0.024541114990787007+0.002697477329013969j)	(-0.030974103737863565-0.03363396124333404j)
51	FD	6	(0.022844968388284217-0.0013385295201940766j)	(-0.011847161831943887+0.026318289613681076j)
52	HN	6	(0.06708026985778744+0.017906806128245915j)	(-0.04073212895656584+0.02291579696633135j)
53	KP	6	(0.020260008685469327+0.008682847670290976j)	(-0.014399750261585714-0.007400058639601619j)
54	LA	6	(0.023956122118884808-0.032512381893923j)	(-0.0020767567599426864+0.040539532188554404j)
55	MK	6	(0.015016265424304846-0.038760533698994334j)	(-0.007557863056436966+0.037089147886613556j)
56	NL	6	(0.004057155466092897-0.006598853075694515j)	(-0.04467437946120586-0.006278961014626445j)
57	OV	6	(-0.012504419972190848-0.05421937322221181j)	(-0.0001505359756411545-0.02220333167222411j)
58	PT	6	(0.0686130871065812+0.024947499783426592j)	(-0.018214941765575362+0.05495058397924144j)
59	SC	6	(0.03582838626456112-0.040938318684393286j)	(-0.004848961120355491-0.023269434877107264j)
60	BR	7	(0.04136115545376159-0.026309600543853624j)	(-0.06521094144260575-0.03899523586549623j)
61	FD	7	(0.03471438078647532-0.04658077641706939j)	(-0.008386386477551697+0.03452837297208869j)
62	HN	7	(0.05859543135634709-0.03260288957537296j)	(-0.055043185640489385+0.029484933987165476j)
63	KP	7	(0.03335247889549696-0.026541722461934165j)	(-0.03392464532509626-0.0034834296426460255j)
64	LA	7	(-0.00556528993685192-0.05740005003748154j)	(0.004825243761313329+0.037401534921658805j)
65	MK	7	(-0.009304973418443515-0.051809882306328575j)	(-0.04244599568965607+0.03276818553923741j)
66	NL	7	(0.009530140277172828-0.023028182769791048j)	(-0.046193867767498425+0.011571253385113932j)
67	OV	7	(-0.03678769601066995-0.014751457321427004j)	(-0.027691297451538158-0.017736562842310153j)
68	PT	7	(0.07771611738858288-0.03422848881554308j)	(-0.008997439683368493+0.05185642938629753j)
69	SC	7	(0.02772690124975966-0.07177067597703435j)	(-0.011809736920120467-0.037290303873975784j)
70	BR	8	(0.0381866339015432-0.04965512485222781j)	(-0.08546098846168368-0.012232609665085466j)
71	FD	8	(0.005157253795068043-0.08133808042661192j)	(0.004293690352991909+0.021968280678447805j)
72	HN	8	(0.028582791949488078-0.0420049366456528j)	(-0.043435289854490265+0.03806257786959923j)
73	KP	8	(0.013931013830721714-0.05374998457330307j)	(-0.046360974170075946+0.011271675589862305j)
74	LA	8	(-0.03859363263958272-0.047458532415871446j)	(0.01977100681653511+0.017328946113722776j)
75	MK	8	(-0.025798295114940945-0.0475164900868465j)	(-0.0657573218810308+0.03981053455757701j)
76	NL	8	(-5.861457449800288e-05-0.038412204236821006j)	(-0.02638459585934636+0.012623745295753035j)
77	OV	8	(-0.0034950221446337013+0.009175812626057144j)	(-0.04116811921375191+0.004518897250359644j)
78	PT	8	(0.038427961611336846-0.059315235086822675j)	(0.007127075042139071+0.026453558222271824j)
79	SC	8	(0.004898320262305159-0.09473993606900431j)	(-0.03965251379680605-0.039265150730806664j)
