	antennas	IF	DRArr	DLArr
57	OV	6	(-0.014958380316139625-0.05337531207204052j)	(0.0022445488712442186-0.02101036877750235j)
58	PT	6	(0.06642923914587252+0.026878086272281443j)	(-0.015855138697515033+0.0569384596261031j)
59	SC	6	(0.03380296975242157-0.023244612462452834j)	(0.00047312451840284274-0.010003052928787769j)
60	BR	7	(0.039801297000846794-0.023488534250808647j)	(-0.06443944388399524-0.035659911641846356j)
61	FD	7	(0.03338338620226316-0.04325175746137532j)	(-0.006617499643800329+0.03771146323610674j)
62	HN	7	(0.05721777427104044-0.02878362528691077j)	(-0.054733800284250414+0.03228195199249533j)
63	KP	7	(0.03153499036112343-0.024063807021635873j)	(-0.032037041429261226-0.0006413226593255069j)
64	LA	7	(-0.006785129367821587-0.054819475302872865j)	(0.0064218377042676794+0.04022955557881798j)
65	MK	7	(-0.012519473089292193-0.05455086771841868j)	(-0.03371142787220404+0.028844013794216944j)
66	NL	7	(0.01004174929222703-0.0203393643691507j)	(-0.0459792561674954+0.01393506785892781j)
67	OV	7	(-0.03889541168060952-0.013036896149276925j)	(-0.025686631101114042-0.015532977830898517j)
68	PT	7	(0.07623629820142104-0.03159865171835647j)	(-0.007314036410120738+0.05488820900608807j)
69	SC	7	(0.03248043443292805-0.05470795289943105j)	(-0.010743056915824062-0.023286264763260688j)
70	BR	8	(0.03672360835104526-0.046312429711040715j)	(-0.08541738423639979-0.008729799993082935j)
71	FD	8	(0.004196251661860405-0.0775799938756083j)	(0.005700563485510845+0.025493440060885716j)
72	HN	8	(0.028025118713520362-0.037689064898142735j)	(-0.04330190881985137+0.04112760387875492j)
73	KP	8	(0.012392916438066965-0.050898317020832605j)	(-0.04469731729768819+0.014636770531394049j)
74	LA	8	(-0.03950278906262683-0.04455012520070788j)	(0.021064838754560826+0.020484317905901023j)
75	MK	8	(-0.028956619582777447-0.050446384883217864j)	(-0.05488252739260785+0.037949794935303933j)
76	NL	8	(0.0009029194932562768-0.03575563639186332j)	(-0.026346939120016035+0.015168727305347988j)
77	OV	8	(-0.005566986689405678+0.011154276326380547j)	(-0.039245829675741827+0.00716018064502402j)
78	PT	8	(0.037271093276766726-0.05631399018091298j)	(0.008686043335118814+0.02984087908266514j)
79	SC	8	(0.012152573347025524-0.0777359957417222j)	(-0.03924749965886169-0.02470018663346862j)
