	antennas	IF	DRArr	DLArr
43	KP	5	(-0.010201561020823252+0.012964384471592868j)	(0.003932829707519326-0.0065589629505725085j)
44	LA	5	(0.017662102684717837-0.0030099578871668866j)	(-0.0005172061304467636+0.02793683638360164j)
45	MK	5	(0.021138123947641533-0.02216686349469732j)	(0.01987972344998802+0.028817964007575782j)
46	NL	5	(-0.007841129344053649-0.0019694075812710255j)	(-0.020187006642256148-0.01682782619691553j)
47	OV	5	(0.02948127840045073-0.04240029913589983j)	(0.023352578707543606-0.011745474126561956j)
48	PT	5	(0.033383018386524986+0.05290599894669039j)	(-0.019237022627239544+0.04515563740403777j)
49	SC	5	(0.02355493993343161-0.015455134246026951j)	(-0.0032437382605988514-0.010022470377293584j)
50	BR	6	(0.02248067760809056+0.004628120518826266j)	(-0.029076951928960433-0.03071353370240124j)
51	FD	6	(0.020675029740458643+0.0010251762730013297j)	(-0.009456467000107127+0.028708346879439597j)
52	HN	6	(0.06452163575489364+0.020382058061399557j)	(-0.03970252371227816+0.025189759410210198j)
53	KP	6	(0.017986368359162952+0.010263826920191179j)	(-0.01194540209670672-0.0056003931074837515j)
54	LA	6	(0.022165614668441996-0.030702105863917046j)	(1.8736606043359846e-05+0.04242814906293589j)
55	MK	6	(0.013719836814751002-0.04247409558206467j)	(-0.002468427397625438+0.030379317634912213j)
56	NL	6	(0.0037096676492211116-0.004193559816653221j)	(-0.0439789720272775-0.0044732925850620164j)
57	OV	6	(-0.014838726885677918-0.053368360804199655j)	(0.002124971777368948-0.021009713028787076j)
58	PT	6	(0.06655556327722152+0.02683963273152591j)	(-0.015971485447411178+0.056923591901309537j)
59	SC	6	(0.03398049825384095-0.024185838563647952j)	(8.762540618855133e-05-0.010730442360881349j)
60	BR	7	(0.039926812108342646-0.023600362072524233j)	(-0.06449605438932723-0.035786173247100775j)
61	FD	7	(0.03346149018971582-0.043376264478573824j)	(-0.006702340769634886+0.03761486374343555j)
62	HN	7	(0.05740989041138321-0.029072785559546444j)	(-0.054828145667245205+0.03214139477652668j)
63	KP	7	(0.03164445023653652-0.024155391661559087j)	(-0.03214283554996676-0.0007200904950944991j)
64	LA	7	(-0.006699925002619766-0.054914067130708975j)	(0.0063411446677286215+0.0401265490984743j)
65	MK	7	(-0.012230597960425495-0.05421568593145136j)	(-0.03454969646199818+0.029153204414900755j)
66	NL	7	(0.010109346353328868-0.02044248402976214j)	(-0.0460453883002201+0.013805718124839704j)
67	OV	7	(-0.03876602067947494-0.013105106496681592j)	(-0.025810805432965028-0.015602831838616696j)
68	PT	7	(0.07633750351926068-0.031702791185594555j)	(-0.007393238314619934+0.054802439195119956j)
69	SC	7	(0.03227105944208028-0.0556139964208246j)	(-0.010914914647719272-0.024035575278624915j)
70	BR	8	(0.03687891584444705-0.046435312703866714j)	(-0.08547589985564763-0.008880819897932386j)
71	FD	8	(0.004296647664690148-0.07772306263617078j)	(0.005599915735340074+0.025386841093222843j)
72	HN	8	(0.028185602017193435-0.03806773679213599j)	(-0.04341930980310245+0.040926967300200505j)
73	KP	8	(0.012510086776518627-0.05101105912228756j)	(-0.04481439674267921+0.01455104855945005j)
74	LA	8	(-0.03940830181603248-0.044667459942549385j)	(0.02096557456877404+0.020365856449056863j)
75	MK	8	(-0.028599913474183985-0.05003546045539297j)	(-0.055896949331891745+0.038108620649301726j)
76	NL	8	(0.0009747539588502132-0.03589654941544483j)	(-0.026409223165426+0.015019925470825358j)
77	OV	8	(-0.005437085395018698+0.011080760633521558j)	(-0.03939831723140431+0.007083641802390334j)
78	PT	8	(0.037389348749885504-0.056436497999633836j)	(0.008581266418138656+0.029736909311654108j)
79	SC	8	(0.011851083048458454-0.07863243911180379j)	(-0.039381775090468835-0.025384804888636047j)
