	antennas	IF	DRArr	DLArr
0	BR	1	(-0.026200823942737067-0.030235930598105105j)	(0.030365416907072444+0.028790037861939524j)
1	FD	1	(-0.016535166391437452-0.04221256158013813j)	(0.006966363413206472-0.014981748080430056j)
2	HN	1	(-0.03830138689258139+0.054721530425395515j)	(0.01963579444755267-0.00048471862738268896j)
3	KP	1	(-0.030165728788574927-0.021732487510016607j)	(0.03384557775934708+0.0010193939307047198j)
4	LA	1	(-0.022010275854356418-0.0016557385983732578j)	(0.019872902381130694+0.0003619569393042373j)
5	MK	1	(-0.0042094802583900704-0.02869916556673612j)	(0.02595260201590867+0.036927865726923324j)
6	NL	1	(-0.028891247721373494-0.01996548702811582j)	(0.01439806106877067-0.01633471880352038j)
7	OV	1	(0.0004552561885408367-0.0005665185383868948j)	(0.033361026221818885+0.001939959526911618j)
8	PT	1	(-0.04085710190561317+0.03142813627757609j)	(-0.028682497475100606+0.005927991397246987j)
9	SC	1	(-0.0068258985967227645-0.007286703313283253j)	(0.004928115590136962-0.013002276347582662j)
10	BR	2	(-0.021829316355591474-0.01365359405699826j)	(0.02125286558685502+0.02261131365083878j)
11	FD	2	(-0.022245812439601498-0.02824939962914034j)	(0.018281561374400325-0.012347870260722801j)
12	HN	2	(-0.017655548866044896+0.05323700999560145j)	(0.017240156734986183+0.010606254266828487j)
13	KP	2	(-0.026898148073547196-0.01351618492047717j)	(0.02750934694453806-0.0072828158190756135j)
14	LA	2	(-0.015866750947714264-0.0014252882549234136j)	(0.020844920581818183+0.011428888403527019j)
15	MK	2	(-0.0065972442628421755-0.020446882999735332j)	(0.02917691481207676+0.03404615077077918j)
16	NL	2	(-0.027583282246205664-0.01745800083116818j)	(0.014216720581464587-0.011847705002198962j)
17	OV	2	(0.0031328291204645556+0.010374885137425115j)	(0.02542716815288949+0.006417488194250176j)
18	PT	2	(-0.017070105261880682+0.040401987199390636j)	(-0.004918238051433305+0.014057405775672946j)
19	SC	2	(0.00785138823467416-0.007655123120182798j)	(-0.0001255549885467421-0.01618690748003298j)
20	BR	3	(-0.012424078688815432-0.011364933895721461j)	(0.020147670582427734+0.011885280397970065j)
21	FD	3	(-0.015639477577339307-0.028291169279540045j)	(0.007878056746180978-0.018413737214067978j)
22	HN	3	(-0.015183115428399759+0.053990401641501914j)	(0.012557632637081352+0.00800271239521248j)
23	KP	3	(-0.0227506831300605-0.014364312209735362j)	(0.018379042751096687-0.009584495449422602j)
24	LA	3	(-0.011384065729913198-0.0008670091041081255j)	(0.01734121000003376+0.007478843467411833j)
25	MK	3	(0.00012579875357299897-0.013243938288003916j)	(0.03441134939589635+0.02469589676913099j)
26	NL	3	(-0.026212758039166572-0.015829348398533713j)	(0.008932788440450947-0.015824209929610374j)
27	OV	3	(0.023685575571918506+0.010662918856716799j)	(0.029014609134569425+0.0037290443161832596j)
28	PT	3	(-0.01821238037002275+0.04089679518464942j)	(-0.004954720867380736+0.007854745516631787j)
29	SC	3	(0.01959567505235635-0.01061548363796969j)	(-0.008953837792671072-0.017524949462160086j)
30	BR	4	(-0.007387675963542734-0.006138362336791597j)	(0.01351041471286606-0.0001384007408634089j)
31	FD	4	(-0.01733203145280483-0.021898789803821685j)	(-0.005908272325079068-0.003236732572625394j)
32	HN	4	(-0.006306272029358679+0.05825515830377237j)	(0.002601241234041137+0.012930745095705902j)
33	KP	4	(-0.02384952817698613-0.00842423179904739j)	(0.010771780018484898-0.010838584219530356j)
34	LA	4	(-0.0010439564969244347+0.004211571715235671j)	(0.010772850434373283+0.014047247279004724j)
35	MK	4	(0.012775384339447212-0.009460844262819866j)	(0.03353368563805866+0.018672178658088557j)
36	NL	4	(-0.01816379966587514-0.00861740971297095j)	(-0.0056255436447812755-0.016344626872741706j)
37	OV	4	(0.03949523888094994-0.003632930103570748j)	(0.028964508870272625-0.007227639188237588j)
38	PT	4	(-0.010295782467104246+0.05714689715237467j)	(-0.014882098281179375+0.02497938311036105j)
39	SC	4	(0.024512850173505747-0.00951993516489084j)	(-0.01310653934968449-0.014105446819329967j)
40	BR	5	(0.0005823944679444412+0.004173863023371929j)	(-0.0010900311616033114-0.013158363108360022j)
