	antennas	IF	DRArr	DLArr
0	BR	1	(-0.026542194937589216-0.030308905060492195j)	(0.03081745008266402+0.028830977976313225j)
1	FD	1	(-0.016995881173572112-0.042334676739181926j)	(0.0074093526747329285-0.015139615047758468j)
2	HN	1	(-0.0392724551579088+0.05447935577876255j)	(0.0203917778760149-0.0006045484059918579j)
3	KP	1	(-0.030575108503800737-0.021956308781623576j)	(0.03420538489874506+0.0008159825947069304j)
4	LA	1	(-0.022399458212101674-0.0017746955756886638j)	(0.020286715126339977+0.00018096252989808313j)
5	MK	1	(-0.00363035706444208-0.030636811132578164j)	(0.025695854750057385+0.03432622398953214j)
6	NL	1	(-0.029335931684577474-0.02006376538722894j)	(0.014777484977845813-0.016331347082523758j)
7	OV	1	(0.00012040496440045993-0.0007971511765182998j)	(0.03369958870544462+0.001650209622632146j)
8	PT	1	(-0.04126899324994467+0.03128021668562912j)	(-0.02828307656073086+0.005763415022665025j)
9	SC	1	(-0.009419083034007722-0.005147699702716182j)	(0.007116392501916426-0.011991665690136676j)
10	BR	2	(-0.022193700568373467-0.013716260292189466j)	(0.02166059769529411+0.022721357375568026j)
11	FD	2	(-0.022708881002782767-0.028319705552365026j)	(0.018702690645349896-0.012417200479223841j)
12	HN	2	(-0.018729488928596962+0.05322824041330783j)	(0.018069396642685167+0.01059008733702396j)
13	KP	2	(-0.027311239796042167-0.013670085795487247j)	(0.027901881912607875-0.00743717891380519j)
14	LA	2	(-0.01625434618022226-0.0015055692816565124j)	(0.02125012638053036+0.011294635271293771j)
15	MK	2	(-0.006137613316989089-0.022424328166930935j)	(0.0293854903918722+0.031217870499192963j)
16	NL	2	(-0.02800425525100375-0.017446731422106346j)	(0.01463966098557054-0.01185045135412737j)
17	OV	2	(0.002801047449815813+0.010194215125996015j)	(0.025799996961124182+0.00618148566504233j)
18	PT	2	(-0.017453710515226234+0.0402838950772566j)	(-0.004502247602412979+0.01394475852867228j)
19	SC	2	(0.005934131300078023-0.005134967605382809j)	(0.0017851391826996528-0.0145209232019356j)
20	BR	3	(-0.012761828008057198-0.011457245205288812j)	(0.02059547247801476+0.011967663792414918j)
21	FD	3	(-0.016098629861195986-0.028374099391990606j)	(0.008268372357532357-0.018564870077208393j)
22	HN	3	(-0.01629603090498307+0.05374825797231006j)	(0.013314739007546188+0.007903731569189972j)
23	KP	3	(-0.0231424870029846-0.014535191476983617j)	(0.018731255417108555-0.00974746334528101j)
24	LA	3	(-0.01175598224709452-0.0009869835342935836j)	(0.017734477170488608+0.0073215650128600354j)
25	MK	3	(0.0005547189651519361-0.014860411529932832j)	(0.03403340537327538+0.021878229111743742j)
26	NL	3	(-0.026655649644035568-0.015896152893535822j)	(0.009338823548312484-0.0158029967308203j)
27	OV	3	(0.023359815712700197+0.010471940920826053j)	(0.02934791446896837+0.0034640579696618833j)
28	PT	3	(-0.018590246054286014+0.040745894833359234j)	(-0.00456580797939364+0.007710060240330001j)
29	SC	3	(0.017038958645092174-0.00816174235541221j)	(-0.007131746227546952-0.016129163964943447j)
30	BR	4	(-0.007837369431118325-0.0063579867278149346j)	(0.014011632659546717-0.0001811736073944376j)
31	FD	4	(-0.017787350318692084-0.022104985019120674j)	(-0.005521366200149393-0.00339175024583213j)
32	HN	4	(-0.007461113525596745+0.0578976395447283j)	(0.0033301166991096896+0.012831671836884254j)
33	KP	4	(-0.024227428499402313-0.008676666733341849j)	(0.011120767043093005-0.011065575209668572j)
34	LA	4	(-0.0014160714213467586+0.0040345061167612675j)	(0.011164781094646449+0.013814504519309528j)
35	MK	4	(0.013248492450915651-0.010975637836388968j)	(0.03330209918324972+0.01561014494287844j)
36	NL	4	(-0.01861692205862053-0.00873558931516705j)	(-0.0051429971397214105-0.016414330307822186j)
37	OV	4	(0.039199898736238976-0.003920377577785335j)	(0.02930170680375489-0.007514520996014015j)
38	PT	4	(-0.010675534987150908+0.056921986571368155j)	(-0.014498147262322352+0.024752867712782994j)
39	SC	4	(0.02163451045958858-0.007087826947353641j)	(-0.010754146006894224-0.013053139980520694j)
40	BR	5	(9.196980198651112e-05+0.004041530360010481j)	(-0.0007180423241966435-0.013017394894867541j)
41	FD	5	(-0.011426318310233727+0.0010236113099218265j)	(-0.006332307968871308+0.01476165239900965j)
42	HN	5	(0.03143157717223851+0.05318582532411153j)	(-0.015128502916767145+0.017609193308095142j)
43	KP	5	(-0.010478702497478353+0.012871449617756847j)	(0.0041825146626017756-0.006671366524642595j)
44	LA	5	(0.017386836554911397-0.0030663418221003372j)	(-0.0002587468118184627+0.027864362143677112j)
45	MK	5	(0.021378562320529957-0.023338833484391138j)	(0.020516943215138483+0.026765880874060222j)
46	NL	5	(-0.008167183035847165-0.001985496321920933j)	(-0.019865009457918262-0.016784852704795315j)
47	OV	5	(0.029247962894432843-0.04253902417120433j)	(0.02360360581727556-0.011888031142105395j)
