	antennas	IF	DRArr	DLArr
23	KP	3	(-0.022319120915424-0.014267169189767196j)	(0.017973214348248424-0.009515048932744895j)
24	LA	3	(-0.01100322549187848-0.0008459336468140869j)	(0.01693082175698153+0.007532992248004947j)
25	MK	3	(-0.00011527886718512558-0.011998287915728332j)	(0.03486386398768509+0.0270638695350015j)
26	NL	3	(-0.025862173701354012-0.015977727982912214j)	(0.00861630689961324-0.01592907054122765j)
27	OV	3	(0.024051614371312067+0.010806860084772323j)	(0.02861979465538584+0.003886911905922384j)
28	PT	3	(-0.017816767077772185+0.04097134030037388j)	(-0.005370068259101929+0.007881434186499468j)
29	SC	3	(0.021892030922978447-0.01338864145943783j)	(-0.01117489630743855-0.019402871605982974j)
30	BR	4	(-0.006853780397506685-0.006045653021624592j)	(0.012897855957999933-0.0002859961702254308j)
31	FD	4	(-0.01681664296677281-0.021814101214138522j)	(-0.00635077203117582-0.0031996215765191737j)
32	HN	4	(-0.005509839322992503+0.05853470481401577j)	(0.00216145097746446+0.012799992351489155j)
33	KP	4	(-0.023409145603516777-0.00824172523765831j)	(0.010342502992205632-0.010723139193403801j)
34	LA	4	(-0.0006367598429344217+0.0042644812027140605j)	(0.010346706203954425+0.014163515655169694j)
35	MK	4	(0.012470390679841731-0.008270531111356992j)	(0.033919316668648294+0.02111618050345943j)
36	NL	4	(-0.017830488940030472-0.008711383622036014j)	(-0.006013575517498803-0.016399159406534497j)
37	OV	4	(0.03985951375069835-0.0034057390614694923j)	(0.028602574511727832-0.007034079281541505j)
38	PT	4	(-0.009860533695170138+0.05725733021771561j)	(-0.015323105384593517+0.025079718928983787j)
39	SC	4	(0.02711871094231336-0.01217542719019173j)	(-0.015549085564752861-0.015445081372898297j)
40	BR	5	(0.0011123660404303432+0.004067463128948032j)	(-0.0015851260197899425-0.013452595166014925j)
41	FD	5	(-0.010509656937128495+0.0010039325229343652j)	(-0.007189165971504917+0.014759544396600887j)
42	HN	5	(0.03364940049634365+0.05300282447548379j)	(-0.016239129522593265+0.017360109267164768j)
43	KP	5	(-0.009608738347064211+0.012974490481393096j)	(0.003370320130283082-0.006477906341598472j)
44	LA	5	(0.01820136999459105-0.0030624500168351504j)	(-0.0010234996704531901+0.027924738548725927j)
45	MK	5	(0.020922877801233634-0.020540741631979432j)	(0.01897814332839915+0.03216506422605448j)
46	NL	5	(-0.007343602691362133-0.0021625215629535637j)	(-0.020623090772615038-0.01709685791887875j)
47	OV	5	(0.029987190307407197-0.04226596445479107j)	(0.022819796690489114-0.011618765774875313j)
48	PT	5	(0.03397198911691772+0.05291075716805848j)	(-0.019737666597862153+0.04515505651370519j)
49	SC	5	(0.025678610430118844-0.019536802127952616j)	(-0.005887574118632423-0.012706733608313432j)
50	BR	6	(0.023127129992313696+0.004198780449207114j)	(-0.029582335750432582-0.03131548793351936j)
51	FD	6	(0.02127432289463331+0.000578708105833183j)	(-0.010025099221821335+0.028267223185152984j)
52	HN	6	(0.0656626388274592+0.01961192264868264j)	(-0.04021370083321594+0.02452894848308184j)
53	KP	6	(0.018609106311023308+0.00994946862922624j)	(-0.012551680197481199-0.005847900526245439j)
54	LA	6	(0.022693642174737606-0.03104999445322478j)	(-0.00047934783366341324+0.04204115256379616j)
55	MK	6	(0.01442882334412761-0.04095177340018338j)	(-0.004766407806046458+0.03294771394587303j)
56	NL	6	(0.0040430537604131305-0.004653977522827184j)	(-0.044358257213234956-0.00503510866756222j)
57	OV	6	(-0.014239594132703016-0.053500933236465716j)	(0.0015087510500163299-0.0211652385808234j)
58	PT	6	(0.06714301649838492+0.026474230496949972j)	(-0.016495566825971017+0.05660934375681365j)
59	SC	6	(0.0346803381577089-0.029136097604639817j)	(-0.0015985787273343135-0.014480820489360316j)
60	BR	7	(0.04042989389312158-0.024282936352172737j)	(-0.06477202649093614-0.03658043666803147j)
61	FD	7	(0.03382756441595415-0.044136181887948205j)	(-0.0071280127177472535+0.037006085434777285j)
62	HN	7	(0.05805516878719819-0.030230724522314085j)	(-0.05495008950715512+0.031348305789827155j)
63	KP	7	(0.03216216487766072-0.024726521611566462j)	(-0.03260184336595433-0.001261680028377832j)
64	LA	7	(-0.006318969193436787-0.055506961898375895j)	(0.005959733383897825+0.039516246851782746j)
65	MK	7	(-0.01097614642551277-0.05299024747035905j)	(-0.038080396634265455+0.03033750344834162j)
66	NL	7	(0.010273168234784353-0.021031853639776867j)	(-0.04616410342235184+0.013124517519315685j)
67	OV	7	(-0.03815301024789029-0.013510805582555395j)	(-0.026377145324791053-0.016079568232445392j)
68	PT	7	(0.07683998143871439-0.0323359344320998j)	(-0.007777624744496299+0.0542296499848995j)
69	SC	7	(0.030957559790911485-0.060330284766920594j)	(-0.011495838343809699-0.028067822339337252j)
70	BR	8	(0.037368221984853005-0.0472780306871151j)	(-0.08568140955563662-0.009759869538473468j)
71	FD	8	(0.0046297019949972104-0.07860040434106338j)	(0.005184078591164463+0.024646099590748843j)
72	HN	8	(0.028662103216999118-0.03952751458231574j)	(-0.0435441620932039+0.03996603959689318j)
73	KP	8	(0.0129907191439969-0.051715815948271286j)	(-0.04526258334220871+0.013888209927828396j)
74	LA	8	(-0.039060843287233894-0.04537818678590933j)	(0.020613846893322293+0.01966204065767498j)
75	MK	8	(-0.027307219015098902-0.048784086430751605j)	(-0.060274824894933764+0.038677374571590345j)
76	NL	8	(0.0011275883754134927-0.03659038227911711j)	(-0.02644203487748155+0.014264046188300879j)
77	OV	8	(-0.00483044818756443+0.010609451791754211j)	(-0.04001512638142005+0.006499200592871301j)
78	PT	8	(0.03785681998454993-0.05720338281632774j)	(0.008166566692467476+0.029058963264060045j)
79	SC	8	(0.0101303343245201-0.08327309921859016j)	(-0.03969255820966378-0.029471280341363582j)
