	antennas	IF	DRArr	DLArr
67	OV	7	(-0.0378355801580649-0.013768209910526198j)	(-0.02667221791745848-0.016397882069871215j)
68	PT	7	(0.07708991656338957-0.03272190942139467j)	(-0.007998883773500415+0.0538328723964182j)
69	SC	7	(0.030175851643407706-0.0630496087366134j)	(-0.011637763453281023-0.030351816647543144j)
70	BR	8	(0.03758150055180739-0.04780270565753667j)	(-0.0857354067565392-0.01025325232648903j)
71	FD	8	(0.004753340253149579-0.07915785572989281j)	(0.0049853337579610895+0.02413933896056624j)
72	HN	8	(0.028766049005819503-0.040138806211790695j)	(-0.043493246778919394+0.03948891619857719j)
73	KP	8	(0.013227054531264429-0.052151907012567014j)	(-0.04547669060464024+0.013411174069247496j)
74	LA	8	(-0.038920752113498866-0.04581565170416016j)	(0.020446084941948404+0.019192685505715873j)
75	MK	8	(-0.026744572496692924-0.048432720453841074j)	(-0.06211142905724745+0.03895444532960506j)
76	NL	8	(0.0010385173522920838-0.03698722391787638j)	(-0.026406343607606634+0.013834929822492502j)
77	OV	8	(-0.004525295875412672+0.010299943219571546j)	(-0.040293670993681655+0.006104548399153444j)
78	PT	8	(0.03805943999361352-0.05767180819353656j)	(0.007958389834334374+0.02857429195650879j)
79	SC	8	(0.008967730344398408-0.08598202017093598j)	(-0.039742573095695254-0.03193570044777269j)
