	antennas	IF	DRArr	DLArr
0	BR	1	(-0.003697351462625456+0.0030150647684510715j)	(0.007993492784409084-0.005160985038649879j)
1	FD	1	(0.030735807432659783-0.010357505798832455j)	(-0.030389525956327906-0.013371861261307799j)
2	HN	1	(0.023473792012668276-0.007658040131442504j)	(-0.06104142183142267-0.0025874416714129727j)
3	KP	1	(0.03434618466824174+0.01632368867639273j)	(-0.02165302637812026+0.04230890091118069j)
4	LA	1	(0.044809671756913735-0.010513672735657639j)	(-0.03897671734622773-0.049265740883011985j)
5	MK	1	(0.001983045982489189-0.02385211356955059j)	(-0.035300514464504884+0.0038175948225848896j)
6	NL	1	(0.04100116297628113+0.0017505988321414262j)	(-0.03508833112821973-0.05655510008382636j)
7	OV	1	(0.043122526531033926-0.042560787388865484j)	(-0.022455722616838134+0.004724640425966873j)
8	PT	1	(0.035940914109134685-0.00869681638999586j)	(-0.09142753076184527-0.019174963890014374j)
9	SC	1	(0.020731415882681646+0.03029729508953908j)	(-0.013093534221348362+0.03538705839600753j)
