	antennas	IF	DRArr	DLArr
0	KT	1	(-0.05260480703033559-0.052036994599088046j)	(0.020706584427357327-0.02542713908943621j)
1	KU	1	(-0.01956523495430649+0.04995716604556558j)	(-0.010159436548870035+0.03413776548675812j)
2	KY	1	(-0.04424632070347711+0.05805423081288115j)	(0.06272141072130798+0.05643977281227197j)
