	antennas	IF	DRArr	DLArr
0	KT	1	(-0.05990441987512034-0.03508749175944051j)	(0.025809264469123832-0.011355686598465175j)
1	KU	1	(-0.027202886477762353+0.0636945213984092j)	(0.0025533948077527294+0.0508781504205149j)
2	KY	1	(-0.053303303026710325+0.06714566108612283j)	(0.07954268114578812+0.07741261423821844j)
