	antennas	IF	DRArr	DLArr
0	KT	1	(-0.05243010833194761-0.052071096454990896j)	(0.020670726772049928-0.02548629599004128j)
1	KU	1	(-0.019366106397566828+0.04989962468777435j)	(-0.010400222568105518+0.03402455115260074j)
2	KY	1	(-0.04410011411599249+0.05803528904321714j)	(0.06243540395100346+0.056353236735594045j)
