	antennas	IF	DRArr	DLArr
0	KT	1	(-0.05591137392821568-0.04913309866354672j)	(0.022679889167489607-0.022558728483218594j)
1	KU	1	(-0.02281968321594766+0.05267170082477704j)	(-0.0050581684039858596+0.037868359988121j)
2	KY	1	(-0.047637195143180065+0.05963940518501301j)	(0.06839318340112244+0.060538260536370486j)
